出发机场,到达机场,航班编号,飞机编号,计划飞行时间,计划起飞时刻,航班月份,计划到达时刻,前序延误,起飞间隔,到达特情,出发特情,出发天气,出发气温,到达天气,到达气温,航空公司,航班性质,飞机延误目标
1,230,11621,129053,0.6666667,9,10,9,0.45842848,4.520488547,0,0,24,0,16,0,57,0,0
1,230,11936,123918,0.6666667,11,10,12,0.45842848,4.520488547,0,0,82,0,16,0,57,0,0
47,139,8781,9036,1.1666666,14,6,15,0.45842848,4.520488547,1,1,97,0,119,0,37,1,1
146,363,6410,8601,2.4166667,12,6,15,0.45842848,4.520488547,0,0,25,0,95,0,37,1,1
397,48,2377,101460,4.8333335,12,5,17,0.45842848,4.520488547,0,0,62,0,16,0,20,1,0
217,48,22383,5920,2.25,4,5,7,0.45842848,4.520488547,0,0,44,0,37,0,99,1,1
24,323,14338,10953,2.5,12,6,14,0.45842848,4.520488547,0,0,89,0,98,0,66,1,1
1,230,11959,115695,0.6666667,9,8,9,0.45842848,4.520488547,0,0,24,0,16,0,57,1,0
277,132,24229,84350,3.9166667,14,2,18,0.45842848,4.520488547,0,0,0,0,0,0,117,2,0
228,374,17051,6513,2.1666667,6,5,8,0.45842848,4.520488547,0,0,16,0,62,0,73,1,1
423,390,561,7242,1.0833334,11,5,12,0.45842848,4.520488547,0,0,64,0,69,0,1,1,1
136,363,14958,9920,1.1666666,23,6,0,0.45842848,4.520488547,0,0,119,0,95,0,67,1,1
55,217,13390,9610,1.3333334,3,6,4,0.45842848,4.520488547,0,0,100,0,95,0,60,1,1
217,197,22290,7711,0.75,7,5,8,0.45842848,4.520488547,0,0,64,0,0,0,99,1,1
62,323,11700,117314,2.5,5,9,7,0.45842848,4.520488547,0,0,95,0,49,0,57,0,0
1,230,11935,130005,0.6666667,11,10,12,0.45842848,4.520488547,0,0,42,0,42,0,57,0,0
240,388,9107,7657,2.75,3,5,6,0.45842848,4.520488547,0,0,22,0,62,0,37,1,1
160,72,7739,3096,3.8333333,0,5,4,0.45842848,4.520488547,0,0,9,0,64,0,37,1,1
55,343,21452,891,1.5833334,13,5,15,0.45842848,4.520488547,0,0,89,0,33,0,99,1,1
226,55,11695,124620,2.0833333,5,10,7,0.45842848,4.520488547,0,0,89,0,62,0,57,0,0
188,416,22000,7212,4.5833335,8,5,13,0.45842848,4.520488547,0,0,0,0,64,0,99,1,1
217,261,22041,7063,1.5,0,5,2,0.45842848,4.520488547,0,0,62,0,16,0,99,1,1
90,149,11944,7804,2.8333333,23,5,2,0.45842848,4.520488547,0,0,24,0,82,0,57,1,1
373,416,24294,4633,2.0833333,0,5,2,0.45842848,4.520488547,0,0,22,0,62,0,122,1,0
226,118,18916,977,2,2,5,4,0.45842848,4.520488547,0,0,95,0,124,0,91,1,1
1,230,12077,115128,0.6666667,11,8,12,0.45842848,4.520488547,0,0,16,0,16,0,57,1,0
419,63,23838,8113,1,5,5,6,0.45842848,4.520488547,0,0,0,0,17,0,116,1,1
253,222,10176,1978,1.0833334,6,5,7,0.45842848,4.520488547,0,0,0,0,62,0,42,1,1
55,183,6113,7010,1.5833334,16,5,18,0.45842848,4.520488547,0,0,16,0,64,0,37,0,1
425,171,19717,84,0.8333333,3,5,4,0.45842848,4.520488547,0,0,16,0,0,0,99,1,1
190,63,11701,119293,0.75,2,9,3,0.45842848,4.520488547,0,0,0,0,16,0,57,0,0
147,315,21843,5144,1.5833334,23,5,1,0.45842848,4.520488547,0,0,16,0,62,0,99,1,0
226,92,15701,4197,4.75,5,5,10,0.45842848,4.520488547,0,0,82,0,62,0,67,1,1
332,242,15891,9721,2.9166667,7,6,10,0.45842848,4.520488547,0,0,20,0,22,0,67,1,1
358,297,23473,8860,1.6666666,6,6,7,0.45842848,4.520488547,0,0,22,0,77,0,101,1,1
115,363,6437,1920,1.4166666,3,5,4,0.45842848,4.520488547,0,0,25,0,95,0,37,1,1
176,416,7660,5329,1.1666666,12,5,13,0.45842848,4.520488547,0,0,87,0,87,0,37,1,1
79,380,13265,31401,1.1666666,16,8,17,0.45842848,4.520488547,0,0,16,0,16,0,60,0,0
47,63,24075,4846,2,17,5,19,0.45842848,4.520488547,0,1,11,0,16,0,116,0,0
47,55,6110,4237,2.3333333,8,5,10,0.45842848,4.520488547,0,1,30,0,64,0,37,1,1
226,24,11637,126468,0.5,11,10,12,0.45842848,4.520488547,0,0,82,0,87,0,57,0,0
377,230,11719,118622,0.5833333,4,9,5,0.45842848,4.520488547,0,0,82,0,87,0,57,0,0
226,323,11629,127067,2.6666667,11,10,14,0.45842848,4.520488547,0,0,90,0,82,0,57,0,0
70,256,25625,4585,2.1666667,22,5,0,0.45842848,4.520488547,0,0,82,0,16,0,140,1,0
377,230,11728,120565,0.5833333,4,9,5,0.45842848,4.520488547,0,0,16,0,16,0,57,0,0
217,368,22390,9332,1,10,6,11,0.45842848,4.520488547,0,0,64,0,0,0,99,1,1
136,357,12867,2017,1.4166666,8,5,9,0.45842848,4.520488547,0,0,119,0,95,0,60,1,1
365,407,19629,7747,1.5833334,11,5,12,0.45842848,4.520488547,0,0,16,0,8,0,99,1,1
393,63,19719,7173,2.0833333,6,5,8,0.45842848,4.520488547,0,0,16,0,82,0,99,1,1
47,388,9016,97719,5.1666665,18,5,23,0.45842848,4.520488547,0,1,119,0,20,0,37,0,0
68,63,9379,5005,1.3333334,7,5,8,0.45842848,4.520488547,0,0,102,0,64,0,37,1,1
146,416,19836,3508,2.3333333,11,5,14,0.45842848,4.520488547,0,0,70,0,64,0,99,1,1
299,418,25589,4866,2.5,23,5,2,0.45842848,4.520488547,0,0,44,0,16,0,140,1,0
136,55,16772,10695,2.75,22,6,1,0.45842848,4.520488547,0,0,16,0,82,0,73,1,1
254,315,4178,441,3.8333333,1,5,5,0.45842848,4.520488547,0,0,22,0,64,0,32,1,1
68,48,6095,9132,1.3333334,1,6,2,0.45842848,4.520488547,0,1,31,0,16,0,37,1,1
146,360,23549,6436,3,2,5,5,0.45842848,4.520488547,0,0,16,0,16,0,101,1,1
95,388,13147,22854,1.6666666,3,7,4,0.45842848,4.520488547,0,0,62,0,62,0,60,0,0
242,222,736,6863,1,7,5,8,0.45842848,4.520488547,0,0,22,0,62,0,1,1,1
190,63,11698,119290,0.75,2,9,3,0.45842848,4.520488547,0,0,0,0,16,0,57,0,0
1,230,11628,121486,0.6666667,3,9,4,0.45842848,4.520488547,0,0,82,0,82,0,57,0,0
397,242,8203,7716,2.4166667,8,5,11,0.45842848,4.520488547,0,0,62,0,22,0,37,1,1
393,242,25576,4251,1.75,9,5,10,0.45842848,4.520488547,0,0,64,0,16,0,140,1,1
226,366,11584,122947,3,6,9,9,0.45842848,4.520488547,0,0,85,0,90,0,57,0,0
136,300,12492,48830,1,2,10,3,0.45842848,4.520488547,0,0,119,0,8,0,59,0,0
226,1,11658,122692,0.75,4,9,5,0.45842848,4.520488547,0,0,20,0,16,0,57,0,0
320,388,150,1146,5.9166665,23,5,5,0.45842848,4.520488547,0,0,62,0,16,0,1,1,1
228,149,14976,8305,14,1,6,15,0.45842848,4.520488547,0,0,95,0,25,0,67,1,1
433,388,13351,64121,1.1666666,17,11,18,0.45842848,4.520488547,0,0,16,0,64,0,60,0,0
423,183,20657,241,1.0833334,12,5,13,0.45842848,4.520488547,0,0,3,0,62,0,99,1,1
188,247,1432,6986,1.25,13,5,14,0.45842848,4.520488547,0,0,0,0,22,0,6,1,1
417,118,18275,2102,1.25,14,5,15,0.45842848,4.520488547,0,0,16,0,25,0,91,1,1
320,363,3080,10561,3.4166667,10,6,13,0.45842848,4.520488547,0,0,124,0,16,0,32,1,1
320,366,16639,6340,1.25,13,5,14,0.45842848,4.520488547,0,0,82,0,73,0,73,1,1
320,63,9336,3143,3,3,5,6,0.45842848,4.520488547,0,0,62,0,16,0,37,1,0
62,360,11659,132779,2.4166667,8,11,10,0.45842848,4.520488547,0,0,83,0,16,0,57,0,0
62,363,11701,123599,2,6,9,8,0.45842848,4.520488547,0,1,16,0,102,0,57,0,0
414,388,9143,24439,4.25,19,7,23,0.45842848,4.520488547,0,0,76,0,22,0,37,0,0
62,297,11699,126373,2.1666667,5,10,7,0.45842848,4.520488547,0,1,42,0,82,0,57,0,0
368,232,15872,3423,1.5,5,5,7,0.45842848,4.520488547,0,0,16,0,95,0,67,1,1
24,315,2897,6664,1.0833334,15,5,16,0.45842848,4.520488547,0,0,62,0,62,0,32,1,1
392,118,17137,4534,1.75,10,5,12,0.45842848,4.520488547,0,0,42,0,85,0,76,1,1
351,380,10789,7355,2.1666667,1,5,3,0.45842848,4.520488547,0,0,87,0,93,0,55,1,1
226,149,11625,126465,2.25,11,10,13,0.45842848,4.520488547,0,0,82,0,24,0,57,0,0
352,293,2434,123033,2.5833333,11,9,14,0.45842848,4.520488547,0,0,97,0,96,0,20,1,0
299,147,18370,8468,2.5,7,6,10,0.45842848,4.520488547,0,0,20,0,62,0,91,1,1
62,363,27144,122614,2.1666667,14,9,16,0.45842848,4.520488547,0,0,87,0,16,0,164,1,0
419,139,17032,9425,2.1666667,13,6,15,0.45842848,4.520488547,1,0,0,0,16,0,73,1,1
320,56,3600,6485,1.8333334,5,5,6,0.45842848,4.520488547,0,0,62,0,16,0,32,1,1
419,63,23838,4186,1,5,5,6,0.45842848,4.520488547,0,0,0,0,82,0,116,1,1
295,139,16744,4774,2.5833333,8,5,11,0.45842848,4.520488547,0,0,9,0,119,0,73,1,1
377,230,11727,120564,0.5833333,4,9,5,0.45842848,4.520488547,0,0,16,0,16,0,57,0,0
92,222,1463,130333,1,9,10,10,0.45842848,4.520488547,1,0,5,0,2,0,6,0,0
397,48,9010,88047,4.6666665,6,3,11,0.45842848,4.520488547,0,0,62,0,16,0,37,0,0
217,343,22109,6553,3.1666667,8,5,11,0.45842848,4.520488547,0,0,62,0,22,0,99,1,1
170,63,11838,55564,2.3333333,3,10,6,0.45842848,4.520488547,0,0,0,0,42,0,57,1,0
202,416,19928,4136,1.1666666,2,5,3,0.45842848,4.520488547,0,0,42,0,20,0,99,1,1
27,230,11686,128928,0.5,2,10,2,0.45842848,4.520488547,0,0,16,0,16,0,57,0,0
226,323,11629,126881,2.6666667,11,10,14,0.45842848,4.520488547,0,0,82,0,42,0,57,0,0
1,230,12011,115698,0.6666667,9,8,9,0.45842848,4.520488547,0,0,24,0,16,0,57,1,0
431,147,11995,2515,1.8333334,9,5,10,0.45842848,4.520488547,0,0,0,0,20,0,57,1,1
217,293,21552,7767,2.8333333,13,5,16,0.45842848,4.520488547,0,0,64,0,103,0,99,1,1
254,416,654,10335,2.5,3,6,5,0.45842848,4.520488547,0,0,16,0,16,0,1,1,1
190,63,11621,130947,0.6666667,2,11,2,0.45842848,4.520488547,0,0,0,0,82,0,57,0,0
459,74,19688,9581,2.3333333,2,6,4,0.45842848,4.520488547,0,0,16,0,97,0,99,1,1
412,139,23574,7058,2.4166667,0,5,3,0.45842848,4.520488547,0,0,95,0,16,0,101,1,1
22,147,2563,4642,1.6666666,0,5,2,0.45842848,4.520488547,0,0,0,0,16,0,28,1,0
226,315,11581,129036,2.9166667,8,10,11,0.45842848,4.520488547,0,0,16,0,126,0,57,0,0
99,315,23047,75262,4.1666665,17,1,21,0.45842848,4.520488547,0,0,0,0,126,0,99,0,0
226,118,11585,121809,2.1666667,8,9,10,0.45842848,4.520488547,0,0,16,0,24,0,57,0,0
226,450,25116,8966,1.5,11,6,13,0.45842848,4.520488547,0,0,98,0,16,0,128,1,1
226,366,11630,125156,5.0833335,11,10,16,0.45842848,4.520488547,0,0,62,0,16,0,57,0,0
90,98,11647,10825,0.6666667,4,6,4,0.45842848,4.520488547,0,0,28,0,117,0,57,1,1
217,48,22383,20316,2.25,4,7,7,0.45842848,4.520488547,0,0,16,0,16,0,99,1,0
254,418,566,2945,2.3333333,5,5,8,0.45842848,4.520488547,0,0,50,0,62,0,1,1,1
1,230,11688,130154,0.75,3,10,4,0.45842848,4.520488547,0,0,82,0,20,0,57,0,0
1,230,11581,128781,0.6666667,6,10,6,0.45842848,4.520488547,0,0,16,0,25,0,57,0,0
190,63,11696,127793,0.75,2,10,3,0.45842848,4.520488547,0,0,0,0,24,0,57,0,0
424,360,8443,9394,1.9166666,12,6,14,0.45842848,4.520488547,0,0,25,0,95,0,37,1,1
190,63,11701,124565,0.75,2,10,3,0.45842848,4.520488547,0,0,0,0,64,0,57,0,0
146,416,16509,6041,2.25,11,5,13,0.45842848,4.520488547,0,0,24,0,62,0,73,1,1
146,416,12408,8062,2.0833333,0,5,2,0.45842848,4.520488547,0,0,16,0,87,0,59,1,1
228,148,21416,7857,1.6666666,3,5,4,0.45842848,4.520488547,0,0,9,0,85,0,99,1,1
70,388,25825,5777,3.5833333,15,5,19,0.45842848,4.520488547,0,0,97,0,97,0,145,1,1
217,416,12866,26648,2.0833333,16,8,18,0.45842848,4.520488547,0,0,95,0,2,0,60,0,0
1,230,11621,121334,0.6666667,9,9,9,0.45842848,4.520488547,0,0,102,0,82,0,57,0,0
120,286,17604,382,2.8333333,0,5,2,0.45842848,4.520488547,0,0,9,0,64,0,83,1,1
423,247,1259,1914,2.25,3,5,5,0.45842848,4.520488547,0,0,95,0,20,0,6,1,1
70,92,8082,4597,4,23,5,3,0.45842848,4.520488547,0,0,82,0,122,0,37,0,0
419,63,11774,8134,0.6666667,6,5,7,0.45842848,4.520488547,0,0,0,0,17,0,57,1,1
226,24,11637,123475,0.5,11,9,12,0.45842848,4.520488547,0,0,82,0,82,0,57,0,0
423,102,12112,111321,1.5,22,7,0,0.45842848,4.520488547,0,1,44,0,22,0,57,1,0
55,92,15701,3962,1.8333334,8,5,10,0.45842848,4.520488547,0,0,62,0,22,0,67,1,1
320,363,5685,7462,3.5,7,5,10,0.45842848,4.520488547,0,0,117,0,97,0,37,1,1
160,20,22081,3476,2.25,10,5,12,0.45842848,4.520488547,0,0,97,0,16,0,99,1,1
226,48,11586,124929,1.6666666,8,10,9,0.45842848,4.520488547,0,0,62,0,22,0,57,0,0
228,405,8166,1550,1.6666666,11,5,12,0.45842848,4.520488547,0,0,87,0,82,0,37,1,1
295,344,2433,121204,2.3333333,1,9,3,0.45842848,4.520488547,0,0,16,0,62,0,20,1,0
352,315,7408,25762,1.5,23,7,1,0.45842848,4.520488547,0,0,50,0,16,0,37,0,0
226,63,12177,58674,0.8333333,23,11,0,0.45842848,4.520488547,0,0,16,0,102,0,57,1,0
295,48,2434,123502,2.25,15,9,17,0.45842848,4.520488547,0,0,1,0,95,0,20,1,0
226,24,11687,132413,0.5,5,11,6,0.45842848,4.520488547,0,0,82,0,24,0,57,0,0
145,222,21583,4066,2.6666667,23,5,2,0.45842848,4.520488547,0,0,8,0,44,0,99,1,1
176,315,19535,7321,1.75,23,5,1,0.45842848,4.520488547,0,0,80,0,117,0,99,1,1
62,390,11996,1254,1.5833334,8,5,9,0.45842848,4.520488547,0,0,87,0,62,0,57,1,1
1,230,11937,122108,0.6666667,11,9,12,0.45842848,4.520488547,0,0,24,0,16,0,57,0,0
160,139,8565,5473,6.3333335,4,5,10,0.45842848,4.520488547,0,0,22,0,119,0,37,0,0
62,256,11698,121516,2.75,5,9,8,0.45842848,4.520488547,0,0,85,0,25,0,57,0,0
352,315,7408,25385,1.5,23,7,1,0.45842848,4.520488547,1,0,2,0,118,0,37,0,0
62,323,9308,5986,2.5,7,5,10,0.45842848,4.520488547,0,0,102,0,82,0,37,1,1
370,408,2698,1676,1.25,4,5,5,0.45842848,4.520488547,0,0,16,0,0,0,28,1,1
62,297,11699,121518,2.1666667,5,9,7,0.45842848,4.520488547,0,0,85,0,85,0,57,0,0
1,230,11935,119695,0.6666667,11,9,12,0.45842848,4.520488547,0,0,82,0,16,0,57,0,0
160,315,7628,5842,1.8333334,1,5,2,0.45842848,4.520488547,0,0,62,0,64,0,37,1,1
226,24,11638,122260,0.5833333,5,9,6,0.45842848,4.520488547,0,0,16,0,82,0,57,0,0
90,139,16744,1231,5.0833335,6,5,11,0.45842848,4.520488547,0,0,62,0,119,0,73,1,1
56,297,8483,5153,2.3333333,0,5,2,0.45842848,4.520488547,0,0,62,0,22,0,37,1,1
1,230,11667,132659,0.75,3,11,4,0.45842848,4.520488547,0,0,16,0,87,0,57,0,0
36,43,24236,27930,11.166667,3,8,15,0.45842848,4.520488547,0,0,0,0,0,0,119,2,0
70,450,19687,6114,2.25,23,5,1,0.45842848,4.520488547,0,0,16,0,9,0,99,1,1
1,230,11937,129088,0.6666667,11,10,12,0.45842848,4.520488547,0,0,24,0,16,0,57,0,0
288,315,9151,6969,2.6666667,12,5,15,0.45842848,4.520488547,0,0,102,0,62,0,37,1,1
423,417,18526,8376,2.6666667,4,6,7,0.45842848,4.520488547,0,0,49,0,102,0,91,1,1
146,55,12853,5716,1.5833334,9,5,10,0.45842848,4.520488547,0,0,16,0,22,0,60,1,1
373,407,25219,6670,2.0833333,22,5,1,0.45842848,4.520488547,0,0,126,0,45,0,128,1,1
226,163,11623,126402,5.5833335,7,10,12,0.45842848,4.520488547,0,1,82,0,62,0,57,0,0
212,380,13193,18240,1.4166666,16,7,17,0.45842848,4.520488547,1,0,37,0,16,0,60,0,0
289,432,17763,4370,1.3333334,23,5,1,0.45842848,4.520488547,0,0,62,0,22,0,83,1,1
424,445,11237,91484,1.75,1,3,3,0.45842848,4.520488547,0,0,62,0,64,0,55,1,0
226,55,11695,118170,2.0833333,5,9,7,0.45842848,4.520488547,0,0,102,0,62,0,57,0,0
424,380,13121,5773,2.4166667,14,5,16,0.45842848,4.520488547,0,0,95,0,62,0,60,1,1
1,230,11936,120665,0.6666667,11,9,12,0.45842848,4.520488547,0,0,16,0,16,0,57,0,0
190,63,11700,119292,0.75,2,9,3,0.45842848,4.520488547,0,0,0,0,16,0,57,0,0
397,215,25827,5665,1.9166666,3,5,5,0.45842848,4.520488547,0,0,97,0,16,0,145,1,1
56,315,3599,7570,1.9166666,13,5,15,0.45842848,4.520488547,0,0,72,0,117,0,32,1,1
226,366,11584,126154,3,6,10,9,0.45842848,4.520488547,0,1,49,0,16,0,57,0,0
226,297,11628,117659,2.25,6,9,8,0.45842848,4.520488547,0,0,95,0,95,0,57,0,0
273,149,4005,1794,2.5,12,5,15,0.45842848,4.520488547,0,0,64,0,97,0,32,1,1
192,323,19076,3982,1.4166666,10,5,12,0.45842848,4.520488547,1,0,0,0,33,0,91,1,1
226,374,11665,128755,4.3333335,4,10,9,0.45842848,4.520488547,0,0,25,0,42,0,57,0,0
62,170,17930,698,2,8,5,10,0.45842848,4.520488547,0,0,24,0,95,0,85,1,1
217,197,1413,3045,0.9166667,15,5,16,0.45842848,4.520488547,0,1,20,0,0,0,6,1,1
56,323,10847,10951,2.75,11,6,14,0.45842848,4.520488547,0,1,119,0,98,0,55,1,1
1,230,11586,124649,0.6666667,6,10,6,0.45842848,4.520488547,0,0,22,0,89,0,57,0,0
299,366,24281,3237,1.3333334,10,5,11,0.45842848,4.520488547,0,0,62,0,62,0,122,1,0
136,74,26,8221,2.4166667,15,5,17,0.45842848,4.520488547,0,1,119,0,25,0,1,1,1
418,230,12061,122274,1.25,6,9,7,0.45842848,4.520488547,0,0,16,0,16,0,57,0,0
226,405,6937,2140,2,0,5,2,0.45842848,4.520488547,0,0,16,0,43,0,37,1,1
188,222,17794,324,1.0833334,15,5,16,0.45842848,4.520488547,0,0,0,0,62,0,85,1,1
226,55,11695,122241,2.0833333,5,9,7,0.45842848,4.520488547,0,0,16,0,24,0,57,0,0
332,28,14522,2759,2.9166667,7,5,9,0.45842848,4.520488547,0,0,25,0,28,0,66,1,0
1,230,11621,127663,0.6666667,9,10,9,0.45842848,4.520488547,0,0,82,0,82,0,57,0,0
62,300,12059,118484,1.5833334,9,9,11,0.45842848,4.520488547,0,0,8,0,96,0,57,0,0
320,256,25540,6572,4.5833335,9,5,13,0.45842848,4.520488547,0,0,62,0,95,0,140,1,0
358,382,23463,10119,1.0833334,10,6,11,0.45842848,4.520488547,0,0,64,0,64,0,101,1,1
226,385,11666,120777,2.3333333,4,9,6,0.45842848,4.520488547,0,0,16,0,3,0,57,0,0
240,380,407,10037,2.3333333,5,6,8,0.45842848,4.520488547,0,0,62,0,16,0,1,1,1
47,417,6879,3778,1,12,5,13,0.45842848,4.520488547,0,0,124,0,16,0,37,1,1
160,315,215,784,2.0833333,10,5,12,0.45842848,4.520488547,0,0,16,0,64,0,1,1,1
62,323,11700,125479,2.5,5,10,7,0.45842848,4.520488547,0,0,42,0,49,0,57,0,0
110,315,15593,7183,1.5833334,6,5,8,0.45842848,4.520488547,0,0,0,0,16,0,67,1,1
1,230,11630,121820,0.6666667,9,9,9,0.45842848,4.520488547,0,0,82,0,16,0,57,0,0
299,139,16559,6466,2.8333333,4,5,7,0.45842848,4.520488547,0,0,64,0,119,0,73,1,1
320,92,7455,111535,1.3333334,19,7,20,0.45842848,4.520488547,0,1,95,0,97,0,37,0,0
459,118,26741,1301,1.4166666,11,5,12,0.45842848,4.520488547,0,0,16,0,95,0,164,1,1
62,363,23889,114191,2.0833333,16,8,19,0.45842848,4.520488547,0,0,64,2,7,0,116,0,0
22,329,2589,12190,1.0833334,0,6,1,0.45842848,4.520488547,0,0,0,0,0,0,28,1,0
368,48,16358,1087,1.4166666,13,5,14,0.45842848,4.520488547,1,0,16,0,85,0,73,1,1
443,230,17828,6787,2.6666667,4,5,7,0.45842848,4.520488547,0,0,20,0,103,0,85,1,1
424,163,560,3253,4.9166665,11,5,16,0.45842848,4.520488547,0,0,16,0,9,0,1,1,1
90,407,1370,8503,2.5,9,6,11,0.45842848,4.520488547,0,0,117,0,7,0,6,1,1
1,230,11637,127434,0.6666667,9,10,9,0.45842848,4.520488547,0,0,49,0,82,0,57,0,0
389,388,12815,23540,5.1666665,18,7,23,0.45842848,4.520488547,0,0,93,0,62,0,60,0,0
389,323,13083,2634,2,0,5,2,0.45842848,4.520488547,0,0,2,0,25,0,60,1,1
423,149,12409,4448,2,3,5,5,0.45842848,4.520488547,0,0,85,0,90,0,59,1,1
228,63,18936,10100,1.3333334,9,6,11,0.45842848,4.520488547,0,0,44,0,102,0,91,1,1
1,230,11577,124910,0.6666667,6,10,6,0.45842848,4.520488547,0,0,16,0,62,0,57,0,0
97,47,24247,84426,2.75,1,2,4,0.45842848,4.520488547,0,0,0,0,0,0,120,1,0
55,388,20484,9850,4,12,6,16,0.45842848,4.520488547,0,0,100,0,62,0,99,1,1
1,230,11729,130662,0.6666667,6,10,6,0.45842848,4.520488547,0,0,42,0,42,0,57,0,0
226,343,11728,120835,2.4166667,7,9,9,0.45842848,4.520488547,0,0,16,0,99,0,57,0,0
368,72,7740,733,2.1666667,8,5,11,0.45842848,4.520488547,0,0,16,0,16,0,37,1,1
320,388,9074,5770,4,14,5,18,0.45842848,4.520488547,0,0,62,0,97,0,37,1,1
351,118,21632,339,1.4166666,22,5,0,0.45842848,4.520488547,0,0,25,0,125,0,99,1,1
254,63,535,7698,2.1666667,6,5,8,0.45842848,4.520488547,0,0,16,0,85,0,1,1,1
95,315,19521,84927,7.1666665,7,2,14,0.45842848,4.520488547,0,0,24,0,53,0,99,1,0
271,88,2272,93585,1.6166667,22,4,0,0.45842848,4.520488547,0,0,0,0,0,0,11,1,0
1,230,11631,118707,0.6666667,9,9,9,0.45842848,4.520488547,0,0,102,0,87,0,57,0,0
320,183,3016,6290,2.0833333,10,5,12,0.45842848,4.520488547,0,0,82,0,62,0,32,1,1
90,323,21821,6173,1.8333334,3,5,5,0.45842848,4.520488547,0,0,62,0,85,0,99,1,1
419,74,713,2497,1,7,5,8,0.45842848,4.520488547,0,0,0,0,16,0,1,1,1
289,390,17593,3629,1.4166666,1,5,3,0.45842848,4.520488547,0,0,24,0,89,0,83,1,1
412,74,905,10321,3,2,6,5,0.45842848,4.520488547,0,0,82,0,25,0,1,1,1
368,315,3161,7241,3.8333333,11,5,14,0.45842848,4.520488547,0,0,16,0,16,0,32,1,1
358,405,23417,8703,2.4166667,0,6,2,0.45842848,4.520488547,0,0,22,0,95,0,101,1,1
153,315,18641,24428,1.9166666,17,7,19,0.45842848,4.520488547,1,0,22,0,93,0,91,0,0
302,118,174,9662,2,5,6,7,0.45842848,4.520488547,0,0,97,0,2,0,1,1,1
217,416,10195,10932,2.0833333,11,6,13,0.45842848,4.520488547,0,0,20,0,85,0,42,1,1
217,63,23746,29821,1.5,14,8,15,0.45842848,4.520488547,0,0,33,0,95,0,110,1,0
1,230,11725,132663,0.75,3,11,4,0.45842848,4.520488547,0,0,16,0,87,0,57,0,0
226,149,12010,115661,2.3333333,5,8,8,0.45842848,4.520488547,0,0,16,0,62,0,57,1,0
370,149,18732,28052,1.6666666,17,8,18,0.45842848,4.520488547,0,0,20,0,2,0,91,0,0
320,360,16786,5804,3.9166667,23,5,3,0.45842848,4.520488547,0,0,62,0,16,0,73,1,1
456,6,17074,93990,1.75,8,4,10,0.45842848,4.520488547,0,0,0,0,0,0,75,2,0
423,163,16145,8045,4.25,23,5,4,0.45842848,4.520488547,0,0,22,0,117,0,67,1,1
352,366,16129,6054,1.4166666,11,5,13,0.45842848,4.520488547,0,0,62,0,73,0,67,1,1
259,72,18967,12645,1.4166666,16,6,17,0.45842848,4.520488547,0,0,17,0,25,0,91,0,0
299,139,24280,4651,2.9166667,1,5,4,0.45842848,4.520488547,0,0,44,0,119,0,122,1,0
370,63,23898,33302,2.1666667,17,8,19,0.45842848,4.520488547,0,0,96,0,16,0,116,0,0
320,363,27433,6945,3.25,11,5,14,0.45842848,4.520488547,0,0,62,0,125,0,164,1,1
64,178,17255,84614,7.6666665,13,2,21,0.45842848,4.520488547,0,0,0,0,0,0,81,2,0
1,230,11585,124327,0.6666667,6,10,6,0.45842848,4.520488547,0,0,16,0,62,0,57,0,0
226,315,11668,131544,3,11,11,14,0.45842848,4.520488547,0,0,82,0,62,0,57,0,0
136,363,27222,61026,1.3333334,15,11,17,0.45842848,4.520488547,0,0,25,0,85,0,164,0,0
1,230,11628,126768,0.6666667,3,10,4,0.45842848,4.520488547,0,0,82,0,82,0,57,0,0
83,74,521,21,1,23,4,0,0.45842848,4.520488547,0,0,0,0,16,0,1,1,1
1,230,12225,115826,0.6666667,6,8,6,0.45842848,4.520488547,0,0,82,0,95,0,57,1,0
62,118,11632,131149,2.25,8,11,11,0.45842848,4.520488547,0,0,82,0,82,0,57,0,0
1,230,11632,122216,0.6666667,3,9,4,0.45842848,4.520488547,0,0,82,0,16,0,57,0,0
302,315,3316,6304,3.25,11,5,14,0.45842848,4.520488547,0,0,97,0,82,0,32,1,1
226,405,11632,123403,2.1666667,6,9,8,0.45842848,4.520488547,0,0,82,0,9,0,57,0,0
55,315,5710,6008,1.4166666,8,5,10,0.45842848,4.520488547,0,0,62,0,64,0,37,1,1
1,230,11621,124941,0.6666667,9,10,9,0.45842848,4.520488547,0,0,16,0,62,0,57,0,0
146,183,19661,3783,4,12,5,16,0.45842848,4.520488547,0,0,95,0,16,0,99,1,1
62,363,27195,124860,2.0833333,3,10,5,0.45842848,4.520488547,0,0,62,0,16,0,164,1,0
320,147,5169,4047,1.0833334,22,5,23,0.45842848,4.520488547,0,0,22,0,62,0,32,1,1
226,242,11719,132140,2.0833333,6,11,8,0.45842848,4.520488547,0,0,24,0,62,0,57,0,0
1,230,11628,119302,0.6666667,3,9,4,0.45842848,4.520488547,0,0,82,0,102,0,57,0,0
62,48,6271,9908,1.8333334,16,6,18,0.45842848,4.520488547,0,0,97,0,117,0,37,0,1
332,344,8229,982,2.5833333,3,5,5,0.45842848,4.520488547,0,0,16,0,62,0,37,1,1
62,149,11655,131850,2.1666667,9,11,11,0.45842848,4.520488547,0,0,16,0,62,0,57,0,0
1,230,11625,128260,0.6666667,9,10,9,0.45842848,4.520488547,0,0,82,0,16,0,57,0,0
